艦船ID,艦船名,耐久初期,耐久最大,火力初期,火力最大,雷装初期,雷装最大,対空初期,対空最大,装甲初期,装甲最大,対潜初期下限,対潜初期上限,対潜最大,回避初期下限,回避初期上限,回避最大,索敵初期下限,索敵初期上限,索敵最大,運初期,運最大,射程,装備1,装備2,装備3,装備4,装備5,機数1,機数2,機数3,機数4,機数5,ドロップ説明,図鑑説明,リソース名,画像ver,ボイスver,母港ボイスver,元衣装ID
171,Bismarck,90,96,64,88,0,0,18,48,67,83,0,0,0,33,33,63,16,16,42,8,69,3,76,77,-1,-1,-1,4,4,4,4,0,Guten Tag.<br>私はビスマルク型戦艦のネームシップ、ビスマルク。<br>よおく覚えておくのよ。,ドイツの誇るビスマルク級超弩級戦艦のネームシップ、それが私よ。<br>ドイツらしい重厚かつ美しいデザインでしょう？いいのよ、もっと褒めても。<br>この海でも縦横無尽に活躍するわ。期待しなさい！,ntmjjittqkcj,9,9,1,-1
172,Bismarck改,94,99,70,93,0,0,24,58,77,93,0,0,0,38,38,69,18,18,52,10,79,3,76,77,-1,-1,-1,4,4,4,4,0,Guten Tag.<br>私はビスマルク型戦艦のネームシップ、ビスマルク。<br>よおく覚えておくのよ。,ドイツの誇るビスマルク級超弩級戦艦のネームシップ、それが私よ。<br>ドイツらしい重厚かつ美しいデザインでしょう？いいのよ、もっと褒めても。<br>この海でも縦横無尽に活躍するわ。期待しなさい！,frkfpymtydmg,11,11,1,-1
173,Bismarck zwei,96,99,70,97,0,0,25,62,80,94,0,0,0,39,39,72,19,19,54,20,82,3,76,85,84,-1,-1,4,4,4,4,0,Guten Tag.<br>私はビスマルク型戦艦のネームシップ、ビスマルク。<br>よおく覚えておくのよ。,ドイツの誇るビスマルク級超弩級戦艦のネームシップ、それが私よ。<br>ドイツらしい重厚かつ美しいデザインでしょう？いいのよ、もっと褒めても。<br>この海でも縦横無尽に活躍するわ。期待しなさい！,etxdlqnvwqtx,10,10,1,-1
174,Z1,18,29,8,26,24,60,12,42,8,22,32,32,64,36,36,76,6,6,24,6,39,1,78,-1,-1,-1,-1,0,0,0,0,0,Guten Morgen.<br>僕の名前はレーベレヒト・マース。<br>レーベでいいよ…うん。,ドイツ生まれの駆逐艦、その本格的な大型駆逐艦の一番艦だよ。<br>高温高圧缶や機関部のシフト配置など、技術の国ならではの設計になっているんだ。あまり外洋での艦隊戦は得意じゃないけど…頑張るよ！,pvhdtbuddjhb,6,4,1,-1
175,Z3,18,29,8,26,24,60,12,42,8,22,32,32,64,36,36,76,6,6,24,6,39,1,78,-1,-1,-1,-1,0,0,0,0,0,Guten Tag.<br>私は駆逐艦マックス・シュルツよ。<br>マックス…でもいいけれど。よろしく。,ドイツ1934年計画型駆逐艦、その三番艦よ。<br>生存性の高い設計の本格的駆逐艦だけれど…新型のタービンは少し整備に難もあるけれど。<br>今度は…大丈夫。,rxzrrkjqvyqy,4,2,1,-1
176,Prinz Eugen,50,72,38,56,32,64,16,44,38,64,0,0,0,34,34,68,15,15,40,30,79,2,123,115,-1,-1,-1,3,3,3,0,0,Guten Morgen！<br>私は、重巡プリンツ・オイゲン。よろしくね！,わ！びっくりした！私、ドイツ生まれの重巡、プリンツ・オイゲン。アドミラル・ヒッパー級3番艦です。<br>ビスマルク姉さまとライン演習作戦に参加しました。幸運艦…そう？　この海でも戦い抜きます！,shcsmfegtxhf,14,14,1,-1
177,Prinz Eugen改,63,79,48,75,40,84,18,60,48,82,0,0,0,40,40,74,16,16,50,40,89,2,123,84,124,-1,-1,3,3,3,3,0,Guten Morgen！<br>私は、重巡プリンツ・オイゲン。よろしくね！,わ！びっくりした！私、ドイツ生まれの重巡、プリンツ・オイゲン。アドミラル・ヒッパー級3番艦です。<br>ビスマルク姉さまとライン演習作戦に参加しました。幸運艦…そう？　この海でも戦い抜きます！,cmmiahpwdamx,15,15,1,-1
178,Bismarck drei,96,99,74,99,16,36,35,70,82,95,0,0,0,40,40,74,22,22,59,22,84,3,114,114,85,115,-1,4,4,4,4,0,Guten Tag.<br>私はビスマルク型戦艦のネームシップ、ビスマルク。<br>よおく覚えておくのよ。,ドイツの誇るビスマルク級超弩級戦艦のネームシップ、それが私よ。<br>ドイツらしい重厚かつ美しいデザインでしょう？いいのよ、もっと褒めても。<br>この海でも縦横無尽に活躍するわ。期待しなさい！,twvnkvqgyiru,9,9,1,-1
179,Z1 zwei,35,59,12,49,27,71,20,64,18,53,37,37,69,43,43,84,9,9,43,15,49,1,84,78,-1,-1,-1,0,0,0,0,0,Guten Morgen.<br>僕の名前はレーベレヒト・マース。<br>レーベでいいよ…うん。,ドイツ生まれの駆逐艦、その本格的な大型駆逐艦の一番艦だよ。<br>高温高圧缶や機関部のシフト配置など、技術の国ならではの設計になっているんだ。あまり外洋での艦隊戦は得意じゃないけど…頑張るよ！,qgkjswznylty,5,3,1,-1
180,Z3 zwei,35,59,10,47,27,71,24,68,18,53,37,37,69,43,43,84,9,9,43,15,49,1,85,78,-1,-1,-1,0,0,0,0,0,Guten Tag.<br>私は駆逐艦マックス・シュルツよ。<br>マックス…でもいいけれど。よろしく。,ドイツ1934年計画型駆逐艦、その三番艦よ。<br>生存性の高い設計の本格的駆逐艦だけれど…新型のタービンは少し整備に難もあるけれど。<br>今度は…大丈夫。,utmejyqmcvbk,3,1,1,-1
181,天津風,18,37,10,29,28,79,22,53,7,25,26,26,54,48,48,89,8,8,19,18,59,1,2,14,34,-1,-1,0,0,0,0,0,いい風きてる？<br>次世代型駆逐艦のプロトタイプ、<br>あたし、天津風の出番ね。,陽炎型駆逐艦九番艦の天津風です。<br>次世代の艦隊型駆逐艦のための新型高温高圧缶のテストベッドを務めたのよ。データはしっかりとって、島風に渡したわ。幾多のピンチも頑張って乗り越えたのよ。大変だったんだから！,fdpybckruodj,1,1,1,-1
182,明石,39,48,4,14,0,0,10,24,7,19,0,0,0,8,8,29,1,1,5,10,39,1,86,39,-1,-1,-1,0,0,0,0,0,工作艦、明石です。<br>少々の損傷だったら、私が泊地でばっちり直してあげますね。<br>お任せください！,連合艦隊唯一の工作艦、明石です。<br>トラック泊地に進出し、前線で損傷した艦艇の修理を担当したわ。トラック泊地が壊滅するその日まで、前線の艦隊を陰で支えたのよ。<br>よろしくね。,kynputhclcdl,24,18,606,-1
183,大淀,34,47,24,48,0,39,18,62,19,34,0,0,39,35,35,70,24,24,80,24,69,2,5,71,25,-1,-1,0,6,6,0,0,提督、軽巡大淀、戦列に加わりました。<br>艦隊指揮、運営はどうぞお任せください。,艦隊旗艦として特化設計された新鋭軽巡洋艦、大淀です。搭載予定の新型水偵の失敗や戦局の変化もあって、連合艦隊旗艦としてはあまり活躍できなかったの。でも、北号作戦や礼号作戦では活躍したのよ。私も前線で、頑張りますね。,uockopeurqdf,19,13,606,-1
184,大鯨,39,55,5,15,0,0,16,36,15,37,0,0,0,24,24,39,24,24,48,20,59,1,10,92,-1,-1,-1,2,3,3,0,0,こんにちわあ。潜水母艦大鯨です。<br>不束者ですが、よろしくお願い致します。,潜水母艦、大鯨です。<br>潜水艦隊旗艦機能と補給物資や水上偵察機を装備して、潜水艦作戦を支援します。いざという時は空母に改装できる空母予備艦として設計されました。<br>頑張ります！,xumujwygrmby,9,3,1,-1
185,龍鳳,39,57,0,20,0,0,24,48,18,38,0,0,0,27,27,49,28,28,64,20,69,1,20,16,-1,-1,-1,18,7,6,0,0,潜水母艦改装空母の龍鳳です。<br>航空母艦として、私、頑張ります！,潜水母艦改装空母の龍鳳です。<br>機関の換装の影響で速度は計画通りには出なかったけれど、このクラスの軽空母としては充実の飛行甲板と兵装なんです。<br>空母龍鳳、精一杯頑張ります！,bfsrsnqivpms,9,3,1,-1
186,時津風,16,34,10,29,24,69,10,40,6,19,24,24,49,44,44,79,7,7,19,13,49,1,2,14,-1,-1,-1,0,0,0,0,0,陽炎型駆逐艦十番艦。<br>時津風……出るよ。,陽炎型十番艦の時津風だよ。<br>雪風、初風、天津風とで第十六駆逐隊を編成、仲良く色々と頑張ったんだよ。二水戦にもいたんだよ、ほんとほんと。でも、制海権の無い海は…ちょっと嫌かなーって。,dljghewzktat,14,14,606,-1
187,明石改,45,58,6,24,0,0,16,36,9,27,0,0,0,10,10,39,2,2,6,12,49,1,86,10,39,-1,-1,0,0,0,0,0,工作艦、明石です。<br>少々の損傷だったら、私が泊地でばっちり直してあげますね。<br>お任せください！,連合艦隊唯一の工作艦、明石です。<br>トラック泊地に進出し、前線で損傷した艦艇の修理を担当したわ。トラック泊地が壊滅するその日まで、前線の艦隊を陰で支えたのよ。<br>よろしくね。,scobmrrdbmsw,28,19,606,-1
188,利根改二,59,72,46,77,32,82,32,82,48,79,0,0,0,42,42,79,30,30,90,15,69,2,50,30,79,-1,-1,2,2,9,5,0,吾輩が利根である！<br>吾輩が艦隊に加わる以上、もう、索敵の心配はないぞ！,日本海軍が完成させた最後の重巡、<br>利根型の長女、利根だ。<br>真珠湾、そして痛恨のミッドウェーでも、艦隊の眼として縦横無尽の活躍なのじゃ。最期は呉鎮守府を守る浮き砲台として刀折れ矢尽きるまで戦ったぞ。,rjggwwmmppth,15,12,606,-1
189,筑摩改二,58,72,46,77,33,83,33,83,48,79,0,0,0,42,42,79,30,30,90,14,67,2,50,30,79,-1,-1,2,2,9,5,0,はじめまして、利根型２番艦、筑摩と申します。,筑摩です。<br>連装主砲4基を前甲板に集中させ、充実した索敵水偵を搭載した利根型重巡洋艦２番艦です。<br>生まれは長崎よ。利根姉さんと一緒に、あの南雲機動部隊の、大切な眼の役目を務めたの。,ilnimhfcivpt,15,12,606,-1
190,初風,16,34,10,29,24,69,9,39,6,19,24,24,49,45,45,79,6,6,19,10,49,1,2,39,-1,-1,-1,0,0,0,0,0,初風です、よろしく。<br>提督さんにとって私は何人目の私かしら？,陽炎型駆逐艦、初風よ。ブーゲンビルで妙高姉さんとぶつかって、艦首をばっさり切断…で、航行不能になったところを集中砲火くらって…怖い…怖すぎる妙高姉さん…,rwqqgmxpdwbu,18,15,606,-1
191,伊19,14,19,2,9,36,79,0,0,4,18,0,0,0,12,12,36,10,10,39,12,49,1,-1,-1,-1,-1,-1,0,0,0,0,0,素敵な提督で嬉しいのね。<br>伊十九なの。そう、イクって呼んでもいいの！,潜水艦、伊一九よ。うん、イク。正規空母ワスプを自慢の酸素魚雷で仕留めたの。さらにずーっと先を航行していた戦艦や駆逐艦にも命中したの。海のスナイパー、イクさんの活躍、ずーっと覚えていてなの…ね。,jdsszkolhitg,8,8,606,-1
192,那智改二,56,71,50,80,34,84,33,83,48,78,0,0,0,44,44,83,20,20,60,18,70,2,90,90,15,-1,-1,2,2,4,4,0,貴様が司令官か。<br>私は那智。よろしくお願いする。,生れは呉海軍工廠。妙高型重巡２番艦の私は、上海事変にも警備出動したぞ。<br>太平洋戦線では第五艦隊の旗艦として、暴れまわったさ。<br>敵艦載機？　ああ、あれは少し苦手だな。,bpegnatlfibc,14,14,1,-1
193,足柄改二,56,71,53,82,34,84,26,74,47,79,0,0,0,44,44,83,17,17,57,20,72,2,90,90,90,-1,-1,2,2,4,4,0,足柄よ。砲雷撃戦が得意なの。<br>ふふ、よろしくね。,私、足柄が英国の観艦式に参加した時のことよ。<br>まるで「飢えた狼のよう」と評価されたの。<br>当然よね！この精悍なボディ！<br>え？それは色気がないって嫌味じゃないかって？<br>そんなことあるわけ…ナイじゃない！,bxbyaifmqdxk,14,14,1,-1
194,羽黒改二,57,71,52,84,34,84,24,72,47,77,0,0,0,45,45,84,18,18,58,19,70,2,90,90,28,-1,-1,2,2,4,4,0,妙高型重巡洋艦、羽黒です。<br>皆さんと共に、全力で戦線を支えます！,長崎で生まれたの。<br>スラバヤ沖海戦、珊瑚海海戦、ミッドウェー海戦、第二次ソロモン海戦、マリアナ海戦など数々の海戦に参加しました。<br>あの…頑張ります！,ecwgnneuzbcv,14,15,1,-1
195,綾波改二,32,54,17,72,30,88,16,52,15,54,25,25,63,50,50,90,13,13,49,40,84,1,63,101,74,-1,-1,0,0,0,0,0,ごきげんよう。<br>特型駆逐艦、綾波と申します。,特型駆逐艦、綾波です。<br>改良吹雪型の１番艦なんです。<br>第三次ソロモン海海戦では、駆逐艦一隻としては、特別な大活躍をお見せしました。頑張ります！,tiqezicxwpry,14,14,606,-1
196,飛龍改二,67,89,0,64,0,0,33,82,37,76,0,0,0,40,40,82,52,52,89,50,92,1,96,97,93,-1,-1,18,36,22,3,0,航空母艦、飛龍です。<br>空母戦ならお任せ！どんな苦境でも戦えます！,飛龍型航空母艦、飛龍です。<br>…ん？蒼龍型改じゃないかって？いいじゃん、そんなこと。それより、索敵は大切にねッ。<br>空母戦は先手必勝！慢心はダメ、ゼッタイ。<br>慎重に、そして、大胆に戦い抜こうよ！,gbxvfsrqbyxg,16,17,1,-1
197,蒼龍改二,67,89,0,57,0,0,34,84,36,75,0,0,0,36,36,74,55,55,90,15,59,1,96,99,98,61,-1,18,35,20,6,0,航空母艦、蒼龍です。<br>空母機動部隊を編制するなら、私もぜひ入れてね！,航空母艦、蒼龍です。<br>真珠湾攻撃から始まって、緒戦の重要な戦いに、主力空母の一隻として参加しました。<br>え？なに、ミッドウェー？なにそれ、美味しいの？,mwlzgwdjlpxx,16,17,1,-1
199,大潮改二,31,53,17,67,33,90,20,62,14,51,26,26,64,47,47,90,12,14,54,17,69,1,63,15,68,-1,-1,0,0,0,0,0,駆逐艦、大潮です～！<br>小さな体に大きな魚雷！　お任せください。,朝潮型駆逐艦の２番艦、大潮です！<br>各戦線で活躍した後、あのガダルカナル島撤収作戦にも3回出動しました。<br>支えてみせます！,jqqkmitxodgw,1,1,606,-1
200,阿武隈改二,45,61,16,56,34,94,35,78,29,68,48,48,82,45,45,83,16,16,60,20,74,1,91,106,68,-1,-1,1,1,1,0,0,こ、こんにちは、軽巡、阿武隈です。,長良型軽巡洋艦の阿武隈です。<br>はい…正直いって、北上さんは苦手です。なに、あの人…でも、艦首もきれいに直して頑張りました！<br>潮ちゃんも…ありがとね…。,qjkjyqhsvcpx,15,16,606,-1
201,吹雪改,30,49,12,49,28,79,15,49,13,49,24,24,59,45,45,89,7,7,39,12,49,1,3,13,-1,-1,-1,0,0,0,0,0,はじめまして吹雪です。<br>よろしくお願い致します。,ワシントン条約制限下で設計された、世界中を驚愕させたクラスを超えた特型駆逐艦の１番艦、吹雪です。<br>私たちは、後の艦隊型駆逐艦のベースとなりました。<br>はいっ、頑張ります！,dufziinsornt,22,20,606,-1
202,白雪改,30,49,12,49,28,79,15,49,13,49,24,24,59,45,45,89,7,7,39,12,49,1,3,13,-1,-1,-1,0,0,0,0,0,白雪です。<br>よろしくお願いします。,特型駆逐艦、２番艦、白雪です。<br>緒戦の数々の作戦に参加しました。<br>その後、増援の部隊を輸送する第八十一号作戦に護衛隊旗艦として参加致しました。,kkpwecgmftci,17,17,606,-1
203,初雪改,30,49,12,49,28,79,15,49,13,49,24,24,59,45,45,89,7,7,39,12,49,1,3,13,-1,-1,-1,0,0,0,0,0,初雪……です……よろしく。,特型駆逐艦…３番艦…初雪…です。<br>緒戦の作戦に…いっぱい参加しました…。<br>輸送任務とかも…ん…がんばる……。,sejqtlkfjwkc,18,18,606,-1
204,深雪改,30,49,12,49,28,79,15,49,13,49,24,24,59,45,45,89,7,7,39,12,49,1,3,13,-1,-1,-1,0,0,0,0,0,深雪だよ。<br>よろしくな！,特型駆逐艦４番艦の深雪さまだよ！<br>演習中に他の駆逐艦とぶつかって事故っちゃったこともあるんだ。<br>まー、でもやるときゃやるぜ。みてなって！,zlshfpystoqp,11,11,606,-1
205,叢雲改,30,49,12,49,28,79,15,49,13,49,24,24,59,45,45,89,7,7,39,12,49,1,3,13,-1,-1,-1,0,0,0,0,0,あんたが司令官ね。<br>ま、せいぜい頑張りなさい！,特型駆逐艦、５番艦の叢雲よ。<br>え、知らないって？　全く、ありえないわね。<br>南方作戦や、古鷹の救援、数々の作戦に参加した名艦の私を知らないって、あんた、もぐりでしょ！,rmcvsljwdyur,19,17,606,-1
206,磯波改,30,49,12,49,28,79,15,49,13,49,24,24,59,45,45,89,7,7,39,12,49,1,3,13,-1,-1,-1,0,0,0,0,0,あ、あの…磯波と申します。<br>よろしくお願いいたします。,特型駆逐艦９番艦の磯波です。<br>数々の作戦に参加したんですけど、中破してからは、後方で海上護衛や哨戒活動に従事していました。<br>頑張ります。,olkahitypycq,11,11,606,-1
207,綾波改,30,49,12,49,28,79,15,49,13,49,24,24,59,45,45,89,7,7,39,12,49,1,3,13,-1,-1,-1,0,0,0,0,0,ごきげんよう。<br>特型駆逐艦、綾波と申します。,特型駆逐艦、綾波です。<br>改良吹雪型の１番艦なんです。<br>第三次ソロモン海海戦では、駆逐艦一隻としては、特別な大活躍をお見せしました。<br>頑張ります！,sgpilzypnejy,13,13,606,-1
